Price,Price per meter,Bedrooms,Bathrooms,Floor,View,Year Built,Payment Method,Seller Type,Area in m²,Governorate
13250000,88926,2,3,2,Other,2023,Cash,Broker,149,Greater Cairo
5200000,30409,3,3,2,Garden,2025,Cash or Installments,Broker,171,Greater Cairo
6500000,23214,5,4,3,Main Street,2025,Cash,Broker,280,Greater Cairo
8816000,58000,3,2,2,Garden,2028,Cash or Installments,Broker,152,Greater Cairo
11297000,75818,3,2,1,Pool,2027,Cash or Installments,Broker,149,Greater Cairo
7800000,53793,3,2,2,Garden,2024,Installments,Broker,145,Greater Cairo
10340000,90701,2,1,1,Main Street,2025,Cash or Installments,Broker,114,Greater Cairo
2960000,51034,1,1,2,Garden,2025,Cash,Broker,58,Hurghada
6000000,30000,3,3,9,Main Street,2018,Cash,Broker,200,Greater Cairo
4187000,46522,1,2,2,Main Street,2025,Cash or Installments,Broker,90,Greater Cairo
10600000,45689,4,3,5,Garden,2027,Cash or Installments,Broker,232,Greater Cairo
5700000,35185,3,2,1,Main Street,2025,Cash,Broker,162,Greater Cairo
11812366,66736,3,3,2,Pool,2025,Cash or Installments,Broker,177,Greater Cairo
13000000,78313,3,3,1,Garden,2026,Cash or Installments,Broker,166,Greater Cairo
9000000,30000,3,3,12,Main Street,2025,Cash,Broker,300,Greater Cairo
4706000,26000,3,3,0,Main Street,2027,Cash or Installments,Broker,181,Greater Cairo
6048000,36000,3,2,1,Main Street,2016,Cash,Broker,168,Greater Cairo
7750000,31000,4,3,1,,2022,Cash,Broker,250,Greater Cairo
7000000,27450,3,3,3,Main Street,2025,Cash,Broker,255,Greater Cairo
11812366,66736,3,3,1,Main Street,2025,Cash or Installments,Broker,177,Greater Cairo
7350000,36750,3,2,1,Corner,2040,Cash,Broker,200,Greater Cairo
4700000,22380,3,2,4,Main Street,2025,Cash,Broker,210,Greater Cairo
9245000,59645,3,1,3,Main Street,2027,Installments,Broker,155,Greater Cairo
10600000,32615,5,3,5,Main Street,2023,Cash,Broker,325,Greater Cairo
14300000,61111,4,4,0,Other,2025,Cash,Broker,234,Greater Cairo
6250000,27777,3,2,4,Main Street,2020,Cash,Broker,225,Greater Cairo
3130000,49682,1,1,1,Pool,2028,Cash or Installments,Broker,63,Hurghada
14769000,84394,3,2,3,Other,2026,Installments,Broker,175,Greater Cairo
9325000,41444,5,4,5,Main Street,2026,Cash or Installments,Broker,225,Greater Cairo
8500000,42500,3,3,3,Other,2025,Cash,Broker,200,Greater Cairo
7650000,52758,3,1,4,Garden,2024,Cash or Installments,Broker,145,Greater Cairo
6500000,27083,4,3,3,Pool,2021,Cash,Broker,240,Greater Cairo
15000000,76923,3,3,0,Main Street,2026,Cash or Installments,Broker,195,Greater Cairo
4450000,20227,3,2,2,Main Street,2025,Cash,Broker,220,Greater Cairo
8407000,55675,3,3,0,Garden,2028,Cash or Installments,Broker,151,Greater Cairo
11000000,34375,4,3,4,Main Street,2025,Cash,Broker,320,Greater Cairo
30500000,85674,3,5,2,Garden,2025,Cash,Broker,356,Greater Cairo
15409725,79024,,,2,Garden,2027,Cash or Installments,Broker,195,Greater Cairo
4200000,32061,3,2,3,Lake,2027,Cash,Broker,131,Greater Cairo
9910000,71294,3,2,2,Garden,2025,Cash or Installments,Broker,139,Greater Cairo
6302000,52957,3,2,6,Garden,2026,Installments,Broker,119,Greater Cairo
4987232,34394,2,,0,Main Street,2025,Cash or Installments,Broker,145,Greater Cairo
4582000,29000,3,3,3,Main Street,2027,Cash or Installments,Broker,158,Greater Cairo
3880000,40000,2,2,3,Main Street,2028,Cash or Installments,Broker,97,Greater Cairo
6500000,45454,3,2,1,Garden,2020,Cash or Installments,Broker,143,Greater Cairo
3050000,32795,2,1,1,Other,2025,Cash,Broker,93,Greater Cairo
16070000,138534,2,2,1,Garden,2028,Cash or Installments,Broker,116,Greater Cairo
6500000,25000,3,3,4,Main Street,2025,Cash,Broker,260,Greater Cairo
6400000,133333,1,1,2,Main Street,2025,Cash or Installments,Broker,48,Greater Cairo
10950000,65568,3,3,3,Lake,2025,Installments,Broker,167,Greater Cairo
19500000,159836,2,3,2,Main Street,2028,Cash or Installments,Broker,122,Greater Cairo
5000000,25000,3,3,5,Corner,1999,Cash,Broker,200,Greater Cairo
10150000,35000,3,2,2,Main Street,2025,Cash,Broker,290,Greater Cairo
6700000,21612,4,3,4,Garden,2025,Installments,Broker,310,Greater Cairo
8700000,30526,4,3,0,Garden,2025,Cash,Broker,285,Greater Cairo
5250000,19444,2,1,5,Other,2025,Cash,Broker,270,Greater Cairo
9850000,43777,4,3,1,Garden,2021,Cash,Broker,225,Greater Cairo
4704000,52853,1,1,1,Garden,2026,Installments,Broker,89,Greater Cairo
15715500,71760,4,3,5,Main Street,2026,Cash or Installments,Broker,219,Greater Cairo
4600000,41818,2,2,2,Side Street,2017,Cash,Broker,110,Greater Cairo
12800000,82051,3,3,1,Main Street,2028,Installments,Broker,156,Greater Cairo
2700000,18620,2,2,3,,1996,Cash or Installments,Broker,145,Greater Cairo
2650000,16562,3,1,4,Main Street,2024,Cash or Installments,Broker,160,Greater Cairo
9878000,72632,3,,4,Main Street,2028,Cash or Installments,Broker,136,Greater Cairo
4200000,46666,2,1,3,Main Street,2021,Cash,Broker,90,Greater Cairo
5000000,50000,2,2,1,Garden,2023,Cash,Broker,100,Greater Cairo
4520000,72903,1,1,2,Garden,2027,Cash or Installments,Broker,62,Greater Cairo
3130000,49682,1,1,4,Pool,2026,Cash or Installments,Broker,63,Hurghada
8309970,55399,3,3,4,Main Street,2028,Installments,Broker,150,Greater Cairo
3555000,39500,2,1,1,Side Street,2026,Installments,Broker,90,Hurghada
9500000,31666,4,3,1,Side Street,2022,Cash,Broker,300,Greater Cairo
11850000,33857,5,5,0,Lake,2021,Cash,Broker,350,Greater Cairo
6000000,20000,3,3,1,Side Street,2020,Cash,Broker,300,Greater Cairo
4500000,29032,3,2,2,Other,2019,Cash,Broker,155,Greater Cairo
8628000,69024,2,2,4,Garden,2029,Cash or Installments,Broker,125,Greater Cairo
4452000,42000,2,1,3,Side Street,2027,Cash or Installments,Broker,106,Hurghada
8200000,44324,3,2,0,Sea View,2025,Installments,Broker,185,North Coast
6500000,56521,2,2,0,Garden,2027,Cash or Installments,Broker,115,Greater Cairo
1550000,9117,3,1,13,Side Street,2022,Cash,Broker,170,Greater Cairo
17200000,61428,4,4,2,Main Street,2028,Cash or Installments,Broker,280,Greater Cairo
2050000,27333,1,1,5,Main Street,2017,Cash,Broker,75,Greater Cairo
5500000,30555,3,2,7,Main Street,2000,Cash,Broker,180,Greater Cairo
6250000,50000,2,2,4,Main Street,2025,Cash or Installments,Broker,125,Greater Cairo
10500000,36842,5,3,1,Other,2025,Cash,Broker,285,Greater Cairo
9000000,51428,3,3,0,Lake,2025,Cash,Broker,175,Greater Cairo
3050000,19062,3,1,3,Side Street,2020,Cash,Broker,160,Greater Cairo
9425000,42075,4,4,4,Golf Course,2027,Cash or Installments,Broker,224,Greater Cairo
4612500,27954,3,2,11,Main Street,2025,Cash,Broker,165,Greater Cairo
6500000,44827,3,3,3,Main Street,2025,Cash,Broker,145,Greater Cairo
5700000,46721,3,3,4,Corner,2025,Cash,Broker,122,Greater Cairo
15900000,115217,2,3,1,Garden,2026,Cash or Installments,Broker,138,Greater Cairo
2713500,30150,2,1,1,Garden,2028,Cash or Installments,Broker,90,Greater Cairo
10700000,30571,3,3,0,Side Street,2023,Cash,Broker,350,Greater Cairo
2300000,18400,3,1,20,Main Street,2015,Cash,Broker,125,Alexandria
7576000,63663,2,2,2,Main Street,2025,Cash,Broker,119,Greater Cairo
8960000,70000,2,2,1,Side Street,2025,Cash or Installments,Broker,128,Greater Cairo
10000000,51282,3,3,4,Garden,2025,Cash or Installments,Broker,195,Greater Cairo
12000000,47058,4,2,3,Garden,2025,Cash,Broker,255,Greater Cairo
6500000,20000,3,2,7,Main Street,2025,Cash,Broker,325,Greater Cairo
24700000,93207,3,3,0,Garden,2022,Cash,Broker,265,Greater Cairo
5000000,62500,3,1,5,Corner,2026,Cash,Broker,80,Alexandria
8700000,40092,3,3,5,Other,2023,Cash,Broker,217,Alexandria
2592000,54000,1,1,1,Pool,2028,Cash or Installments,Broker,48,Hurghada
5500000,29100,3,3,4,Main Street,2020,Cash,Broker,189,Greater Cairo
6570000,39578,3,3,4,Other,2028,Cash,Broker,166,Greater Cairo
8400000,65625,2,,2,Plaza,2029,Installments,Broker,128,Greater Cairo
3100000,24800,1,1,2,Other,2019,Cash,Broker,125,Greater Cairo
12500000,40322,4,1,4,Sea View,2010,Cash,Broker,310,Alexandria
7500000,45180,3,2,3,Garden,2025,Installments,Broker,166,Greater Cairo
8600000,40952,3,3,0,Main Street,2025,Cash or Installments,Broker,210,Greater Cairo
6240000,39000,3,3,4,Main Street,2028,Installments,Broker,160,Greater Cairo
8796689,70373,3,2,0,Garden,2026,Installments,Broker,125,Greater Cairo
7500000,31250,3,2,3,Main Street,2025,Cash,Broker,240,Greater Cairo
6900000,32857,3,3,4,Other,2007,Cash,Broker,210,Alexandria
10669000,89655,2,,3,Main Street,2028,Cash or Installments,Broker,119,Alexandria
4421520,36846,2,2,0,Garden,2025,Cash,Broker,120,Greater Cairo
6000000,26086,3,2,3,Other,2023,Cash,Broker,230,Greater Cairo
12751000,115918,2,3,0,Garden,2028,Cash or Installments,Broker,110,Greater Cairo
20290000,139931,3,,3,Garden,2027,Cash or Installments,Broker,145,Greater Cairo
4300000,25294,3,2,1,Main Street,1990,Cash,Broker,170,Greater Cairo
4700000,28484,2,3,2,Other,2025,Cash,Broker,165,Greater Cairo
17200000,99421,2,3,4,Garden,2025,Cash,Broker,173,Greater Cairo
8600000,34400,4,3,14,Main Street,1990,Cash,Broker,250,Greater Cairo
8800000,45128,4,3,2,Garden,2026,Cash or Installments,Broker,195,Greater Cairo
9325000,26642,4,4,5,Main Street,2022,Cash or Installments,Broker,350,Greater Cairo
6800000,52307,2,1,3,Garden,2024,Cash,Broker,130,Greater Cairo
6000000,48387,3,2,3,Garden,2018,Cash,Broker,124,Greater Cairo
11000000,69182,3,2,3,Main Street,2026,Installments,Broker,159,Greater Cairo
28000000,117154,4,3,2,Pool,2020,Cash,Broker,239,Greater Cairo
12912000,80700,3,3,2,Main Street,2025,Cash or Installments,Broker,160,Greater Cairo
1400000,11200,3,2,4,Main Street,2014,Cash,Broker,125,Greater Cairo
3100000,18787,3,2,3,Side Street,2014,Cash,Broker,165,Greater Cairo
12620000,66421,4,,4,Main Street,2025,Cash or Installments,Broker,190,Greater Cairo
3801600,28800,3,2,5,Nile View,2027,Cash or Installments,Broker,132,Qalyubia
4500000,53571,2,1,0,Main Street,2025,Cash,Broker,84,Greater Cairo
9303514,58883,3,3,2,Garden,2029,Cash or Installments,Broker,158,Greater Cairo
12000000,43636,4,3,2,Other,2025,Cash,Broker,275,Greater Cairo
4700000,29375,3,2,9,Other,2024,Cash,Broker,160,Greater Cairo
5800000,42962,2,2,1,Garden,2025,Cash,Broker,135,Greater Cairo
11000000,69182,3,2,1,Other,2026,Cash or Installments,Broker,159,Greater Cairo
3500000,14000,3,1,9,Main Street,2023,Cash,Broker,250,Greater Cairo
3200000,25000,2,3,1,Garden,2025,Cash,Broker,128,Greater Cairo
9200000,46000,3,3,1,Other,2018,Cash,Broker,200,Greater Cairo
4650000,20217,3,2,3,Main Street,1984,Cash,Broker,230,Greater Cairo
6000000,54545,3,2,3,Garden,2025,Cash,Broker,110,Greater Cairo
12000000,72289,3,3,1,Garden,2024,Cash,Broker,166,Greater Cairo
7900000,51633,3,2,0,Garden,2024,Cash,Broker,153,Greater Cairo
5000000,25641,3,2,1,Main Street,1990,Cash,Broker,195,Greater Cairo
4350000,38839,2,2,0,Main Street,2022,Cash or Installments,Broker,112,Greater Cairo
7932000,33897,3,2,2,Main Street,2025,Cash or Installments,Broker,234,North Coast
13686283,101379,2,2,4,Club,2025,Cash or Installments,Broker,135,Greater Cairo
7038000,47554,3,3,2,Garden,2026,Cash or Installments,Broker,148,Greater Cairo
6500000,25000,3,4,4,Golf Course,2016,Cash,Broker,260,Greater Cairo
8392000,61255,3,2,0,Garden,2025,Cash or Installments,Broker,137,Greater Cairo
7629000,49538,3,3,3,Other,2029,Cash or Installments,Broker,154,Greater Cairo
6000000,26086,3,2,2,Garden,2015,Cash,Broker,230,Greater Cairo
7502000,62000,2,1,0,Garden,2024,Cash or Installments,Broker,121,Greater Cairo
7500000,61983,2,2,0,Garden,2025,Cash,Broker,121,Greater Cairo
16500000,59352,3,3,1,Garden,2026,Cash or Installments,Broker,278,Greater Cairo
4605000,34624,3,2,0,Garden,2025,Cash,Broker,133,Greater Cairo
7252500,84331,2,1,2,Garden,2026,Cash or Installments,Broker,86,Greater Cairo
1300000,13000,2,2,4,Sea View,2009,Cash,Broker,100,Alexandria
4000000,23529,3,2,10,Main Street,2004,Cash,Broker,170,Alexandria
7800000,57777,2,2,3,Garden,2025,Cash,Broker,135,Greater Cairo
7500000,31250,4,2,1,Sea View,2025,Cash,Broker,240,Greater Cairo
12000000,72289,3,3,4,Garden,2025,Cash,Broker,166,Greater Cairo
7000000,15873,4,4,0,Other,2025,Cash,Broker,441,Greater Cairo
6660000,34153,3,2,6,Other,2025,Cash,Broker,195,Greater Cairo
17200000,99421,2,3,4,Main Street,2025,Cash,Broker,173,Greater Cairo
2926000,22000,3,3,3,Main Street,2027,Cash or Installments,Broker,133,Greater Cairo
5000000,33333,2,2,1,Side Street,2020,Cash,Broker,150,Greater Cairo
8820000,52500,3,2,2,Pool,2025,Cash or Installments,Broker,168,Greater Cairo
8500000,42500,3,3,1,Main Street,2020,Cash,Broker,200,Greater Cairo
2778000,28346,,,1,Garden,2027,Cash or Installments,Broker,98,Greater Cairo
4580000,52045,2,1,4,,2023,Cash or Installments,Broker,88,Hurghada
5159700,42997,2,2,4,Main Street,2028,Installments,Broker,120,Greater Cairo
9619132,70728,3,,3,Garden,2029,Cash or Installments,Broker,136,Greater Cairo
4395000,58600,1,2,1,Garden,2025,Installments,Broker,75,Greater Cairo
10000000,25000,8,4,7,Main Street,2025,Cash,Broker,400,Greater Cairo
8700000,56129,3,3,1,Main Street,2029,Cash or Installments,Broker,155,Greater Cairo
5300000,26500,3,2,1,Other,2024,Cash,Broker,200,Greater Cairo
8200000,49397,3,3,1,Garden,2025,Cash,Broker,166,Greater Cairo
7340000,55187,2,3,2,Pool,2027,Installments,Broker,133,Greater Cairo
6556000,45213,3,3,3,Plaza,2026,Cash or Installments,Broker,145,Greater Cairo
2227000,35349,1,1,7,Main Street,2024,Cash or Installments,Broker,63,Greater Cairo
7000000,31111,3,3,1,Garden,2025,Cash or Installments,Broker,225,Greater Cairo
8500000,49132,3,3,2,Pool,2024,Cash,Broker,173,Greater Cairo
5000000,53191,3,2,3,Other,2011,Cash,Broker,94,Greater Cairo
6400000,44137,3,3,2,Garden,2028,Cash or Installments,Broker,145,Greater Cairo
2592000,54000,1,1,1,Pool,2027,Installments,Broker,48,Hurghada
17200000,99421,2,3,4,Garden,2025,Cash or Installments,Broker,173,Greater Cairo
8679644,66766,2,2,0,Garden,2029,Cash or Installments,Broker,130,Greater Cairo
8200000,52903,2,3,1,Garden,2025,Installments,Broker,155,Greater Cairo
9906000,81196,2,3,2,Main Street,2028,Cash or Installments,Broker,122,Greater Cairo
13168995,81795,3,2,3,Garden,2028,Cash or Installments,Broker,161,Greater Cairo
13000000,53061,3,4,3,Garden,2024,Cash or Installments,Broker,245,Greater Cairo
5250000,31818,3,2,16,Other,2013,Cash,Broker,165,Alexandria
10826261,38665,3,3,1,Main Street,2025,Cash or Installments,Broker,280,Greater Cairo
7500000,31250,,,0,Other,2019,Cash,Broker,240,Greater Cairo
7600000,43181,3,3,4,Pool,2025,Cash,Broker,176,Greater Cairo
4775000,25000,3,2,4,Nile View,2027,Cash or Installments,Broker,191,Qalyubia
7850000,43611,3,2,1,Garden,2025,Cash,Broker,180,Greater Cairo
15345000,60652,4,3,5,Garden,2027,Installments,Broker,253,Greater Cairo
20409900,158216,2,,7,Other,2027,Cash or Installments,Broker,129,Greater Cairo
37599000,172472,3,,0,Garden,2029,Installments,Broker,218,Greater Cairo
8000000,31250,3,4,3,Garden,2020,Cash,Broker,256,Greater Cairo
12143600,75897,3,2,3,Garden,2025,Cash,Broker,160,Greater Cairo
2630000,51568,1,1,1,Sea View,2025,Installments,Broker,51,Hurghada
14700000,70673,3,3,0,Other,2025,Cash,Broker,208,Greater Cairo
10115000,87198,2,3,1,Main Street,2025,Cash or Installments,Broker,116,Greater Cairo
6761000,39770,3,3,4,Other,2026,Cash,Broker,170,Greater Cairo
2700000,20769,2,2,2,Main Street,2025,Cash,Broker,130,Greater Cairo
5841000,53100,2,,2,Garden,2028,Cash or Installments,Broker,110,Greater Cairo
10608000,39000,4,,3,Main Street,2027,Cash or Installments,Broker,272,Greater Cairo
16000000,84656,3,2,2,Main Street,2025,Cash,Broker,189,Greater Cairo
6500000,43624,3,3,4,Garden,2025,Cash or Installments,Broker,149,Greater Cairo
3000000,50000,1,1,1,Sea View,2025,Installments,Broker,60,North Coast
9000000,62068,2,3,2,Garden,2024,Cash,Broker,145,Greater Cairo
8500000,33073,3,2,4,Other,2025,Cash,Broker,257,Greater Cairo
3800000,19000,3,2,1,Main Street,2024,Cash,Broker,200,Greater Cairo
630000,7000,2,1,2,Side Street,2010,Cash,Broker,90,Alexandria
4845000,30664,3,2,0,Garden,2027,Cash or Installments,Broker,158,Greater Cairo
630000,7000,2,1,4,Corner,2010,Cash,Broker,90,Alexandria
6700000,30454,3,3,5,Main Street,1990,Cash,Broker,220,Greater Cairo
6250000,39062,3,3,2,Other,2027,Installments,Broker,160,Greater Cairo
18370000,115534,3,3,2,Main Street,2026,Cash or Installments,Broker,159,Greater Cairo
2750000,14473,3,2,3,Main Street,2025,Cash,Broker,190,Greater Cairo
7500000,15000,5,4,1,Golf Course,2025,Cash,Broker,500,Greater Cairo
900000,7500,2,1,2,Sea View,2005,Installments,Broker,120,Alexandria
9000000,62068,2,3,0,Other,2023,Cash,Broker,145,Greater Cairo
9000000,36000,4,3,3,Other,2025,Cash,Broker,250,Greater Cairo
6000000,54545,2,2,0,Garden,2025,Cash,Broker,110,Greater Cairo
4000000,48780,2,1,5,Garden,2003,Cash,Broker,82,Greater Cairo
4200000,53846,2,1,3,Main Street,2025,Cash,Broker,78,Greater Cairo
4150000,34016,3,1,4,Garden,2023,Cash or Installments,Broker,122,Greater Cairo
6970258,61683,2,,1,Garden,2026,Cash or Installments,Broker,113,Greater Cairo
3600000,19459,3,2,0,Garden,2025,Cash,Broker,185,Greater Cairo
4650000,26571,3,3,3,Garden,2025,Cash,Broker,175,Greater Cairo
6700000,67000,2,2,4,Golf Course,2025,Cash or Installments,Broker,100,Greater Cairo
8000000,48780,,,0,Garden,2024,Cash,Broker,164,Greater Cairo
9142000,61355,3,3,0,Garden,2025,Installments,Broker,149,Greater Cairo
7475000,74750,2,2,8,Garden,2026,Installments,Broker,100,Greater Cairo
28874720,182751,2,,1,Garden,2024,Cash or Installments,Broker,158,Greater Cairo
6750000,67500,2,1,4,Golf Course,2025,Cash or Installments,Broker,100,Greater Cairo
4500000,35156,2,1,13,Side Street,1995,Cash,Broker,128,Greater Cairo
6000000,10909,2,1,3,Main Street,2025,Cash,Broker,550,Greater Cairo
2000000,12500,3,2,8,Side Street,2008,Cash,Broker,160,Greater Cairo
15000000,33333,5,2,2,Main Street,2010,Cash,Broker,450,Greater Cairo
7850000,59469,2,2,6,Main Street,2025,Cash or Installments,Broker,132,Greater Cairo
10397783,59757,3,2,6,Main Street,2028,Cash or Installments,Broker,174,Greater Cairo
13800000,50181,3,3,5,Garden,2025,Installments,Broker,275,Greater Cairo
8640000,69120,3,,2,Plaza,2027,Cash or Installments,Broker,125,Ain El Sokhna
13060000,110677,2,2,3,Garden,2026,Installments,Broker,118,Greater Cairo
8500000,61594,2,2,3,Lake,2027,Installments,Broker,138,Greater Cairo
11740000,57268,3,2,1,Main Street,2025,Cash or Installments,Broker,205,Greater Cairo
8056500,73240,2,,1,Sea View,2029,Cash or Installments,Broker,110,Ain El Sokhna
6413201,48955,2,2,1,Main Street,2027,Cash or Installments,Broker,131,Greater Cairo
5000000,36496,3,1,2,Side Street,2025,Cash,Broker,137,Greater Cairo
13599000,69030,2,,2,Main Street,2028,Cash or Installments,Broker,197,Alexandria
23000000,103603,3,3,1,Garden,2025,Installments,Broker,222,Greater Cairo
3075000,25000,3,3,3,Main Street,2026,Cash or Installments,Broker,123,Greater Cairo
10581053,68264,3,3,2,Main Street,2028,Installments,Broker,155,Greater Cairo
13270000,102076,2,2,1,Golf Course,2025,Cash or Installments,Broker,130,Greater Cairo
6000000,48387,3,2,3,Other,2025,Cash,Broker,124,Greater Cairo
1950000,15983,3,2,2,Main Street,2024,Cash or Installments,Broker,122,Greater Cairo
15581426,111295,3,3,3,Side Street,2027,Installments,Broker,140,Greater Cairo
20769000,62369,7,8,2,Main Street,2027,Cash or Installments,Broker,333,Greater Cairo
9640000,70364,3,,2,Garden,2028,Cash or Installments,Broker,137,Greater Cairo
8661000,51553,3,3,3,Main Street,2027,Cash or Installments,Broker,168,Greater Cairo
6253128,47016,3,2,1,Main Street,2027,Cash or Installments,Broker,133,Greater Cairo
13273230,87323,,,4,Main Street,2030,Cash or Installments,Broker,152,Greater Cairo
17360000,118095,3,3,3,Main Street,2028,Cash or Installments,Broker,147,Greater Cairo
7825000,57962,3,3,0,Garden,2027,Installments,Broker,135,Greater Cairo
7772000,49189,2,3,2,Garden,2024,Cash,Broker,158,Greater Cairo
2318000,19000,3,1,9,Main Street,2025,Cash or Installments,Broker,122,Greater Cairo
6500000,90277,2,1,2,Garden,2025,Cash,Broker,72,Greater Cairo
6500000,56034,3,2,4,Other,2021,Cash,Broker,116,Greater Cairo
5800000,36942,3,2,2,Garden,2025,Installments,Broker,157,Greater Cairo
6200000,25833,3,2,1,Garden,2025,Cash,Broker,240,Greater Cairo
5150000,44396,3,2,5,Garden,2020,Cash,Broker,116,Greater Cairo
16615200,255618,1,,1,Club,2028,Cash or Installments,Broker,65,Greater Cairo
11900000,72121,3,3,3,Main Street,2026,Cash or Installments,Broker,165,Greater Cairo
9149536,60996,3,3,2,Garden,2028,Installments,Broker,150,Greater Cairo
6813000,46346,3,3,1,Garden,2025,Installments,Broker,147,Greater Cairo
15020000,122113,2,2,2,Plaza,2026,Cash or Installments,Broker,123,Greater Cairo
16615200,255618,1,,3,Club,2028,Cash or Installments,Broker,65,Greater Cairo
16300000,77619,3,3,3,Main Street,2026,Cash or Installments,Broker,210,Greater Cairo
5020000,39218,2,2,3,Pool,2028,Installments,Broker,128,Greater Cairo
4000000,44943,1,1,2,Garden,2027,Cash or Installments,Broker,89,Greater Cairo
6334000,57063,2,2,5,Main Street,2024,Installments,Broker,111,Greater Cairo
11000000,73333,3,2,0,Garden,2026,Cash or Installments,Broker,150,Greater Cairo
17088000,80225,3,3,5,Garden,2027,Installments,Broker,213,Greater Cairo
11572000,127164,2,2,3,Garden,2025,Cash,Broker,91,Greater Cairo
10290992,41833,,,2,Sea View,2025,Installments,Broker,246,North Coast
5920000,74000,1,1,1,Pool,2026,Cash or Installments,Broker,80,Hurghada
10115000,87198,2,3,0,Garden,2027,Installments,Broker,116,Greater Cairo
15650000,86464,3,3,1,Garden,2025,Cash or Installments,Broker,181,Greater Cairo
4600000,35658,2,2,0,Club,2028,Cash,Broker,129,Greater Cairo
10900000,81343,3,2,0,Main Street,2025,Cash or Installments,Broker,134,Greater Cairo
12800000,82051,3,3,1,Main Street,2026,Installments,Broker,156,Greater Cairo
6395400,38295,3,3,2,Garden,2028,Installments,Broker,167,Greater Cairo
7700000,60629,2,2,7,Garden,2025,Cash,Broker,127,Greater Cairo
5675000,29712,4,4,4,Main Street,2028,Installments,Broker,191,Greater Cairo
5285000,32623,3,2,2,Golf Course,2028,Installments,Broker,162,Greater Cairo
12970000,73693,3,4,2,Main Street,2029,Cash or Installments,Broker,176,Greater Cairo
4892400,30200,3,3,3,Other,2027,Cash or Installments,Broker,162,Qalyubia
4020000,30000,2,,1,Main Street,2028,Cash or Installments,Broker,134,Greater Cairo
8200000,61654,2,2,1,Garden,2025,Installments,Broker,133,Greater Cairo
13500000,32142,6,3,0,Garden,2025,Cash,Broker,420,Greater Cairo
11700450,60002,3,,0,Garden,2028,Cash or Installments,Broker,195,Greater Cairo
11608000,85985,2,2,1,Main Street,2025,Installments,Broker,135,Greater Cairo
11700450,60002,3,,1,Main Street,2028,Cash or Installments,Broker,195,Greater Cairo
19100000,120886,3,,2,Plaza,2025,Installments,Broker,158,Greater Cairo
7170000,43987,3,3,2,Main Street,2026,Cash or Installments,Broker,163,Greater Cairo
11000000,59782,2,3,3,Golf Course,2028,Installments,Broker,184,Greater Cairo
9855909,63586,3,2,2,Main Street,2028,Cash or Installments,Broker,155,Greater Cairo
7800000,63414,2,2,2,Plaza,2026,Installments,Broker,123,Greater Cairo
26036000,153152,,,2,Main Street,2028,Cash or Installments,Broker,170,Greater Cairo
13200000,120000,2,3,4,Garden,2025,Cash or Installments,Broker,110,Greater Cairo
9039677,68482,2,1,4,Pool,2026,Cash or Installments,Broker,132,Greater Cairo
10397783,59757,3,2,2,Main Street,2029,Installments,Broker,174,Greater Cairo
13439143,87267,2,2,1,Main Street,2028,Cash or Installments,Broker,154,Greater Cairo
12930000,67343,3,3,4,Golf Course,2028,Installments,Broker,192,Greater Cairo
10177587,92523,,,3,Main Street,2025,Installments,Broker,110,Greater Cairo
3241000,46300,1,1,3,Main Street,2022,Cash or Installments,Broker,70,Hurghada
9405000,55000,3,3,5,Plaza,2026,Cash or Installments,Broker,171,Alexandria
6300000,54310,3,2,4,Garden,2025,Cash,Broker,116,Greater Cairo
5000000,28901,2,2,2,Plaza,2025,Installments,Broker,173,North Coast
13135000,78184,2,3,1,Other,2023,Installments,Broker,168,Greater Cairo
7000000,51851,3,2,4,Garden,2017,Cash,Broker,135,Greater Cairo
10987982,67827,3,2,2,Garden,2025,Cash or Installments,Broker,162,Greater Cairo
13000000,82802,3,3,2,Garden,2025,Cash or Installments,Broker,157,Greater Cairo
7392000,48000,3,2,4,Other,2025,Cash or Installments,Broker,154,Greater Cairo
3500000,51470,1,1,1,Pool,2025,Installments,Broker,68,Hurghada
4310000,48977,2,1,1,Pool,2027,Installments,Broker,88,Hurghada
10000000,67114,3,3,0,Garden,2026,Cash or Installments,Broker,149,Greater Cairo
12000000,71856,3,3,2,Lake,2026,Installments,Broker,167,Greater Cairo
8812062,77298,3,1,4,Plaza,2028,Cash or Installments,Broker,114,Greater Cairo
7544500,39500,4,3,2,Pool,2028,Cash or Installments,Broker,191,Greater Cairo
5000000,37037,3,2,7,Other,2022,Cash,Broker,135,Greater Cairo
16900000,113422,3,3,0,Main Street,2028,Cash or Installments,Broker,149,Greater Cairo
10168000,40031,4,4,0,Main Street,2029,Cash or Installments,Broker,254,Greater Cairo
8360000,88000,2,1,1,Pool,2028,Cash or Installments,Broker,95,Hurghada
2249000,56225,1,1,1,Pool,2028,Cash or Installments,Broker,40,Hurghada
2100000,50000,1,1,1,Pool,2027,Cash or Installments,Broker,42,Hurghada
3280000,45555,1,1,1,Sea View,2025,Cash or Installments,Broker,72,Hurghada
16300000,77619,3,3,2,Other,2026,Installments,Broker,210,Greater Cairo
8661001,58918,3,2,2,Garden,2025,Cash or Installments,Broker,147,Greater Cairo
13800000,50181,3,3,1,Garden,2025,Installments,Broker,275,Greater Cairo
14270000,84940,3,2,3,Other,2027,Cash,Broker,168,Greater Cairo
10590000,47066,3,3,2,Main Street,2025,Installments,Broker,225,Greater Cairo
